id,carpeta,referencia,nombre,categoria,subcategoria,imagen_principal,n_imagenes,vista360,enlace
5109,"5109_CP-235__Esponja_para_Maquillaje_Drop","CP-235","Esponja para Maquillaje Drop","PHARMA Y CUIDADO PERSONAL","Masajeadores","principal.jpg",4,"https://catalogospromocionales.com/images/v360/CP-235/index.html?V=6","https://www.catalogospromocionales.com/p/esponja-para-maquillaje-drop/9163/280"
5110,"5110_FLOM4-1__Boligrafo_Flom_4_1_Antibacteri","FLOM4-1","Boligrafo Flom 4-1 Antibacteriano","PHARMA Y CUIDADO PERSONAL","Gel y líquidos antibacteriales","principal.jpg",8,"https://catalogospromocionales.com/images/v360/FLOM4-1/index.html?V=6","https://www.catalogospromocionales.com/p/BoligrafoFlom-4-1-Antibacteriano/9531/278"
5111,"5111_CP-277__Liquido_Antibacterial_Holder_S","CP-277","Liquido Antibacterial Holder Spray 10ml- Prod Nal","PHARMA Y CUIDADO PERSONAL","Gel y líquidos antibacteriales","principal.jpg",4,"https://catalogospromocionales.com/images/v360/CP-277/index.html?V=6","https://www.catalogospromocionales.com/p/Liquido-Antibacterial-Holder-Spray-10ml-Produccion-Nacional/9731/278"
5112,"5112_LL-113__Llavero_Relajante","LL-113","Llavero Relajante","PHARMA Y CUIDADO PERSONAL","Masajeadores","principal.jpg",8,"https://catalogospromocionales.com/images/v360/LL-113/index.html?V=6","https://www.catalogospromocionales.com/p/Llavero-Relajante/10219/280"
5113,"5113_BOL-BOOST__BOL_GRAFO_BOOST","BOL-BOOST","BOLÍGRAFO BOOST","PHARMA Y CUIDADO PERSONAL","Masajeadores","principal.jpg",3,"https://catalogospromocionales.com/images/v360/BOL-BOOST/index.html?V=6","https://www.catalogospromocionales.com/p/boligrafo-boost/13324/280"
5114,"5114_CP-96__Masajeador_Corazon","CP-96","Masajeador Corazon","PHARMA Y CUIDADO PERSONAL","Masajeadores","principal.jpg",5,"https://catalogospromocionales.com/images/v360/CP-96/index.html?V=6","https://www.catalogospromocionales.com/p/masajeador-corazon/4980/280"
5115,"5115_CP-29__Gafas_Terap_uticas_Produccion_","CP-29","Gafas Terapéuticas - Produccion Nacional","PHARMA Y CUIDADO PERSONAL","Masajeadores","principal.jpg",6,"https://catalogospromocionales.com/images/v360/CP-29/index.html?V=6","https://www.catalogospromocionales.com/p/gafas-terapeuticas-produccion-nacional/1063/280"
5116,"5116_CP-133__Pastillero_vaso_2_en_1","CP-133","Pastillero vaso 2 en 1","PHARMA Y CUIDADO PERSONAL","Pastilleros","principal.jpg",3,"https://catalogospromocionales.com/images/v360/CP-133/index.html?V=6","https://www.catalogospromocionales.com/p/pastillero-vaso-2-en-1/6055/282"
5117,"5117_CP-184__Pastillero_Tank","CP-184","Pastillero Tank","PHARMA Y CUIDADO PERSONAL","Pastilleros","principal.jpg",4,"https://catalogospromocionales.com/images/v360/CP-184/index.html?V=6","https://www.catalogospromocionales.com/p/pastillero-tank/7785/282"
5118,"5118_CP-228__Mini_Masajeador_Marilyn","CP-228","Mini Masajeador Marilyn","PHARMA Y CUIDADO PERSONAL","Masajeadores","principal.jpg",3,"https://catalogospromocionales.com/images/v360/CP-228/index.html?V=6","https://www.catalogospromocionales.com/p/mini-masajeador-marilyn/9117/280"
5119,"5119_CP-280__Banda_Finger","CP-280","Banda Finger","PHARMA Y CUIDADO PERSONAL","Masajeadores","principal.jpg",5,"https://catalogospromocionales.com/images/v360/CP-280/index.html?V=6","https://www.catalogospromocionales.com/p/Banda-Finger/9733/280"
5120,"5120_CP-225__Pastillero_Eco","CP-225","Pastillero Eco","PHARMA Y CUIDADO PERSONAL","Pastilleros","principal.jpg",2,"https://catalogospromocionales.com/images/v360/CP-225/index.html?V=6","https://www.catalogospromocionales.com/p/pastillero-eco/9102/282"
5121,"5121_CP-310__Llavero_Pastillero_C_psula","CP-310","Llavero Pastillero Cápsula","PHARMA Y CUIDADO PERSONAL","Pastilleros","principal.jpg",3,"https://catalogospromocionales.com/images/v360/CP-310/index.html?V=6","https://www.catalogospromocionales.com/p/Llavero-Pastillero-Capsula/10450/282"
5122,"5122_CP-357__MASAJEADOR_HYPER_ECO","CP-357","MASAJEADOR HYPER ECO","PHARMA Y CUIDADO PERSONAL","Masajeadores","principal.jpg",3,"https://catalogospromocionales.com/images/v360/CP-357/index.html?V=6","https://www.catalogospromocionales.com/p/masajeador-hyper-eco/13338/280"
5123,"5123_CP-378__Pastillero_en_Bamb","CP-378","Pastillero en Bambú","PHARMA Y CUIDADO PERSONAL","Pastilleros","principal.jpg",3,"https://catalogospromocionales.com/images/v360/CP-378/index.html?V=6","https://www.catalogospromocionales.com/p/pastillero-en-bambu/13544/282"
5124,"5124_CP-377__Cepillo_Exfoliante_Skin","CP-377","Cepillo Exfoliante Skin","PHARMA Y CUIDADO PERSONAL","Masajeadores","principal.jpg",5,"https://catalogospromocionales.com/images/v360/CP-377/index.html?V=6","https://www.catalogospromocionales.com/p/cepillo-exfoliante-skin/13543/280"
5125,"5125_CP-140__Masajeador_Face","CP-140","Masajeador Face","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",3,"https://catalogospromocionales.com/images/v360/CP-140/index.html?V=6","https://www.catalogospromocionales.com/p/masajeador-face/6061/428"
5126,"5126_CP-178__Pastillero_Giratorio","CP-178","Pastillero Giratorio","PHARMA Y CUIDADO PERSONAL","Pastilleros","principal.jpg",5,"https://catalogospromocionales.com/images/v360/CP-178/index.html?V=6","https://www.catalogospromocionales.com/p/pastillero-giratorio/7388/282"
5127,"5127_CP-160__Espejo_Starlett","CP-160","Espejo Starlett","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",10,"https://catalogospromocionales.com/images/v360/CP-160/index.html?V=6","https://www.catalogospromocionales.com/p/espejo-starlett/4926/428"
5128,"5128_CP-185__Pastillero_Dharma","CP-185","Pastillero Dharma","PHARMA Y CUIDADO PERSONAL","Pastilleros","principal.jpg",3,"https://catalogospromocionales.com/images/v360/CP-185/index.html?V=6","https://www.catalogospromocionales.com/p/pastillero-dharma/7786/282"
5129,"5129_MU-322__Botilito_Pl_stico_Pillbox_750m","MU-322","Botilito Plástico Pillbox 750ml","PHARMA Y CUIDADO PERSONAL","Pastilleros","principal.jpg",3,"https://catalogospromocionales.com/images/v360/MU-322/index.html?V=6","https://www.catalogospromocionales.com/p/Botilito-Plastico-Pillbox-750ml/10089/282"
5130,"5130_CP-177__Espejo_Magnolia","CP-177","Espejo Magnolia","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",7,"https://catalogospromocionales.com/images/v360/CP-177/index.html?V=6","https://www.catalogospromocionales.com/p/espejo-magnolia/7387/428"
5131,"5131_CP-192__Banda_El_stica_Doble","CP-192","Banda Elástica Doble","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",5,"https://catalogospromocionales.com/images/v360/CP-192/index.html?V=6","https://www.catalogospromocionales.com/p/Banda-Elastica-Doble/7959/428"
5132,"5132_CP-356__PASTILLERO_RADION","CP-356","PASTILLERO RADION","PHARMA Y CUIDADO PERSONAL","Pastilleros","principal.jpg",3,"https://catalogospromocionales.com/images/v360/CP-356/index.html?V=6","https://www.catalogospromocionales.com/p/pastillero-radian/13332/282"
5133,"5133_CP-104__Medidor_de_Masa_Muscular","CP-104","Medidor de Masa Muscular","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",3,"https://catalogospromocionales.com/images/v360/CP-104/index.html?V=6","https://www.catalogospromocionales.com/p/medidor-de-masa-muscular/5255/428"
5134,"5134_CP-216__Espejo_Doble_Steffi_Oferta","CP-216","Espejo Doble Steffi - Oferta","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",4,"https://catalogospromocionales.com/images/v360/CP-216/index.html?V=6","https://www.catalogospromocionales.com/p/espejo-doble-steffi/8897/428"
5135,"5135_CP-225__Pastillero_Eco","CP-225","Pastillero Eco","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",2,"https://catalogospromocionales.com/images/v360/CP-225/index.html?V=6","https://www.catalogospromocionales.com/p/pastillero-eco/9102/428"
5136,"5136_CP-153__Espejo_Doble_Zonder_Oferta","CP-153","Espejo Doble Zonder - Oferta","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",5,"https://catalogospromocionales.com/images/v360/CP-153/index.html?V=6","https://www.catalogospromocionales.com/p/espejo-doble-zonder/6756/428"
5137,"5137_CP-168__Toalla_Golf_Toalla_de_mano_Tun","CP-168","Toalla Golf /Toalla de mano Tundida (acabado fino)","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",4,"https://catalogospromocionales.com/images/v360/CP-168/index.html?V=6","https://www.catalogospromocionales.com/p/toalla-golf-toalla-de-mano-tundida-acabado-fino/7379/428"
5138,"5138_CP-276__Set_de_Belleza_Halston","CP-276","Set de Belleza Halston","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",1,"https://catalogospromocionales.com/images/v360/CP-276/index.html?V=6","https://www.catalogospromocionales.com/p/Set-de-Belleza-Halston/9710/428"
5139,"5139_CP-235__Esponja_para_Maquillaje_Drop","CP-235","Esponja para Maquillaje Drop","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",4,"https://catalogospromocionales.com/images/v360/CP-235/index.html?V=6","https://www.catalogospromocionales.com/p/esponja-para-maquillaje-drop/9163/428"
5140,"5140_CP-187__Cepillo_con_Espejo_Kolors","CP-187","Cepillo con Espejo Kolors","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",5,"https://catalogospromocionales.com/images/v360/CP-187/index.html?V=6","https://www.catalogospromocionales.com/p/cepillo-con-espejo-kolors/7788/428"
5141,"5141_CP-215__Cepillo_con_Espejo_Sully","CP-215","Cepillo con Espejo Sully","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",11,"https://catalogospromocionales.com/images/v360/CP-215/index.html?V=6","https://www.catalogospromocionales.com/p/cepillo-con-espejo-sully/8872/428"
5142,"5142_CP-289__Pesa_Digital_Feet","CP-289","Pesa Digital Feet","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",2,"https://catalogospromocionales.com/images/v360/CP-289/index.html?V=6","https://www.catalogospromocionales.com/p/pesa-digital-feet/9882/428"
5143,"5143_CP-284__Espejo_Bamboo","CP-284","Espejo Bamboo","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",3,"https://catalogospromocionales.com/images/v360/CP-284/index.html?V=6","https://www.catalogospromocionales.com/p/Espejo-Bamboo/9737/428"
5144,"5144_CP-224__Espejo_Doble_Tod","CP-224","Espejo Doble Tod","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",10,"https://catalogospromocionales.com/images/v360/CP-224/index.html?V=6","https://www.catalogospromocionales.com/p/espejo-doble-tod/9091/428"
5145,"5145_CP-229__Espejo_Maxx","CP-229","Espejo Maxx","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",1,"https://catalogospromocionales.com/images/v360/CP-229/index.html?V=6","https://www.catalogospromocionales.com/p/espejo-maxx/9146/428"
5146,"5146_CP-295__Set_Manicure_Cork","CP-295","Set Manicure Cork","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",2,"https://catalogospromocionales.com/images/v360/CP-295/index.html?V=6","https://www.catalogospromocionales.com/p/Set-Manicure-Cork/10048/428"
5147,"5147_CP-290__Espejo_Comby_2_1","CP-290","Espejo Comby 2-1","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",3,"https://catalogospromocionales.com/images/v360/CP-290/index.html?V=6","https://www.catalogospromocionales.com/p/Espejo-Comby-2-1/9907/428"
5148,"5148_CP-275__Espejo_Plegable_2_1","CP-275","Espejo Plegable 2-1","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",4,"https://catalogospromocionales.com/images/v360/CP-275/index.html?V=6","https://www.catalogospromocionales.com/p/espejo-plegable-2-1/9709/428"
5149,"5149_CP-283__Aro_de_Pilates_Ring","CP-283","Aro de Pilates Ring","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",4,"https://catalogospromocionales.com/images/v360/CP-283/index.html?V=6","https://www.catalogospromocionales.com/p/Aro-de-Pilates-Ring/9736/428"
5150,"5150_CP-302__Set_de_Brochas_Cayden","CP-302","Set de Brochas Cayden","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",2,"https://catalogospromocionales.com/images/v360/CP-302/index.html?V=6","https://www.catalogospromocionales.com/p/Set-de-Brochas-Cayden/10384/428"
5151,"5151_CP-300__Set_Manicure_Evelyn","CP-300","Set Manicure Evelyn","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",3,"https://catalogospromocionales.com/images/v360/CP-300/index.html?V=6","https://www.catalogospromocionales.com/p/set-de-manicure-evelyn/10316/428"
5152,"5152_CP-286__Bola_Antiestr_s_Rubber","CP-286","Bola Antiestrés Rubber","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",5,"https://catalogospromocionales.com/images/v360/CP-286/index.html?V=6","https://www.catalogospromocionales.com/p/Bola-Antiestres-Rubber/9738/428"
5153,"5153_CP-29__Gafas_Terap_uticas_Produccion_","CP-29","Gafas Terapéuticas - Produccion Nacional","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",6,"https://catalogospromocionales.com/images/v360/CP-29/index.html?V=6","https://www.catalogospromocionales.com/p/gafas-terapeuticas-produccion-nacional/1063/428"
5154,"5154_CP-313__Espejo_Bamboo_Max","CP-313","Espejo Bamboo Max","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",3,"https://catalogospromocionales.com/images/v360/CP-313/index.html?V=6","https://www.catalogospromocionales.com/p/Espejo-Bamboo-Max/10323/428"
5155,"5155_CP-309__Cepillo_Eco_Bamboo","CP-309","Cepillo Eco Bamboo","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",3,"https://catalogospromocionales.com/images/v360/CP-309/index.html?V=6","https://www.catalogospromocionales.com/p/cepillo-eco-bamboo/10437/428"
5156,"5156_CP-294__Set_Mirror_Eco","CP-294","Set Mirror Eco","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",3,"https://catalogospromocionales.com/images/v360/CP-294/index.html?V=6","https://www.catalogospromocionales.com/p/Set-Mirror-Eco/10047/428"
5157,"5157_CP-30__Cojin_Terapeutico_Produccion_N","CP-30","Cojin Terapeutico - Produccion Nacional","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",6,"https://catalogospromocionales.com/images/v360/CP-30/index.html?V=6","https://www.catalogospromocionales.com/p/cojin-terapeutico-produccion-nacional/2394/428"
5158,"5158_CP-59__Set_de_Toallitas_Multiusos","CP-59","Set de Toallitas Multiusos","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",2,"https://catalogospromocionales.com/images/v360/CP-59/index.html?V=6","https://www.catalogospromocionales.com/p/set-de-toallitas-multiusos/3641/428"
5159,"5159_CP-49__Masajeador_Mink","CP-49","Masajeador Mink","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",4,"https://catalogospromocionales.com/images/v360/CP-49/index.html?V=6","https://www.catalogospromocionales.com/p/masajeador-mink/3154/428"
5160,"5160_CP-301__Set_Manicure_RPET","CP-301","Set Manicure RPET","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",3,"https://catalogospromocionales.com/images/v360/CP-301/index.html?V=6","https://www.catalogospromocionales.com/p/Set-Manicure-RPET/10387/428"
5161,"5161_CP-304__Espejo_Joyero_Bamboo","CP-304","Espejo Joyero Bamboo","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",3,"https://catalogospromocionales.com/images/v360/CP-304/index.html?V=6","https://www.catalogospromocionales.com/p/Espejo-Joyero-Bamboo/10377/428"
5162,"5162_VA-1037__Joyero_Eco_Bamboo","VA-1037","Joyero Eco Bamboo","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",2,"https://catalogospromocionales.com/images/v360/VA-1037/index.html?V=6","https://www.catalogospromocionales.com/p/Joyero-ECO-Bamboo/10439/428"
5163,"5163_LL-113__Llavero_Relajante","LL-113","Llavero Relajante","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",8,"https://catalogospromocionales.com/images/v360/LL-113/index.html?V=6","https://www.catalogospromocionales.com/p/Llavero-Relajante/10219/428"
5164,"5164_CP-311__Metro_para_Medici_n_de_Altura","CP-311","Metro para Medición de Altura","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",3,"https://catalogospromocionales.com/images/v360/CP-311/index.html?V=6","https://www.catalogospromocionales.com/p/Metro-para-Medicion-de-Altura/10540/428"
5165,"5165_CP-46__Espejo_Circular","CP-46","Espejo Circular","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",8,"https://catalogospromocionales.com/images/v360/CP-46/index.html?V=6","https://www.catalogospromocionales.com/p/espejo-circular/3120/428"
5166,"5166_VA-548__Cosmetiquera_Venecia","VA-548","Cosmetiquera Venecia","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",8,"https://catalogospromocionales.com/images/v360/VA-548/index.html?V=6","https://www.catalogospromocionales.com/p/cosmetiquera-venecia/6904/428"
5167,"5167_CP-50__Costurero_Ovalado","CP-50","Costurero Ovalado","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",4,"https://catalogospromocionales.com/images/v360/CP-50/index.html?V=6","https://www.catalogospromocionales.com/p/costurero-ovalado/3155/428"
5168,"5168_VA-803__Cosmetiquera_Travel","VA-803","Cosmetiquera Travel","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",11,"https://catalogospromocionales.com/images/v360/VA-803/index.html?V=6","https://www.catalogospromocionales.com/p/Cosmetiquera-Travel-produccion-nacional/8720/428"
5169,"5169_CP-96__Masajeador_Corazon","CP-96","Masajeador Corazon","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",5,"https://catalogospromocionales.com/images/v360/CP-96/index.html?V=6","https://www.catalogospromocionales.com/p/masajeador-corazon/4980/428"
5170,"5170_VA-955__Cosmetiquera_Judy_Produccion_N","VA-955","Cosmetiquera Judy - Produccion Nacional","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",3,"https://catalogospromocionales.com/images/v360/VA-955/index.html?V=6","https://www.catalogospromocionales.com/p/cosmetiquera-judy-produccion-nacional/9825/428"
5171,"5171_TE-576__Soporte_para_M_viles_Mirror","TE-576","Soporte para Móviles Mirror","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",3,"https://catalogospromocionales.com/images/v360/TE-576/index.html?V=6","https://www.catalogospromocionales.com/p/Soporte%20para%20M%C3%B3viles%20Mirror/10649/428"
5172,"5172_VA-526__Multiorganizador_para_Cartera_","VA-526","Multiorganizador para Cartera y Maletín","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",5,"https://catalogospromocionales.com/images/v360/VA-526/index.html?V=6","https://www.catalogospromocionales.com/p/multiorganizador-para-cartera-y-maletin/6562/428"
5173,"5173_CP-317__Molde_de_Silicona_Ice_Face","CP-317","Molde de Silicona Ice Face","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",4,"https://catalogospromocionales.com/images/v360/CP-317/index.html?V=6","https://www.catalogospromocionales.com/p/Molde-de-Silicona-Ice-Face/10677/428"
5174,"5174_CP-360__TIJERAS_PLASTICAS","CP-360","TIJERAS PLASTICAS","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",3,"https://catalogospromocionales.com/images/v360/CP-360/index.html?V=6","https://www.catalogospromocionales.com/p/tijeras-plasticas/13454/428"
5175,"5175_VA-727__Cosmetiquera_Monroe","VA-727","Cosmetiquera Monroe","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",8,"https://catalogospromocionales.com/images/v360/VA-727/index.html?V=6","https://www.catalogospromocionales.com/p/Cosmetiquera-Monroe/8233/428"
5176,"5176_VA-820__Cosmetiquera_Farrow","VA-820","Cosmetiquera Farrow","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",1,"https://catalogospromocionales.com/images/v360/VA-820/index.html?V=6","https://www.catalogospromocionales.com/p/cosmetiquera-farrow/8898/428"
5177,"5177_VA-1188__COSMETIQUERA_TERRA","VA-1188","COSMETIQUERA TERRA","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",3,"https://catalogospromocionales.com/images/v360/VA-1188/index.html?V=6","https://www.catalogospromocionales.com/p/cosmetirquera-terra/13500/428"
5178,"5178_VA-1206__COSMETIQUERA_KOVINA","VA-1206","COSMETIQUERA KOVINA","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",4,"https://catalogospromocionales.com/images/v360/VA-1206/index.html?V=6","https://www.catalogospromocionales.com/p/cosmetiquera-kovina/13231/428"
5179,"5179_VA-1078__Organizador_Multiusos_Lyra","VA-1078","Organizador Multiusos Lyra","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",5,"https://catalogospromocionales.com/images/v360/VA-1078/index.html?V=6","https://www.catalogospromocionales.com/p/Organizador-Multiusos-Lyra/10675/428"
5180,"5180_CP-315-1__Espejo_Cork_II","CP-315-1","Espejo Cork II","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",3,"https://catalogospromocionales.com/images/v360/CP-315-1/index.html?V=6","https://www.catalogospromocionales.com/p/Espejo-Cork-II/10689/428"
5181,"5181_CP-361__ESPEJO_SHOWER","CP-361","ESPEJO SHOWER","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",3,"https://catalogospromocionales.com/images/v360/CP-361/index.html?V=6","https://www.catalogospromocionales.com/p/espejo-shower/13419/428"
5182,"5182_CP-349__SET_DE_BROCHAS_MIRROR_LIGHT","CP-349","SET DE BROCHAS MIRROR LIGHT","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",5,"https://catalogospromocionales.com/images/v360/CP-349/index.html?V=6","https://www.catalogospromocionales.com/p/set-de-brochas-mirror-light/13409/428"
5183,"5183_CP-372__CEPILLO_EN_SILICONA_ECO","CP-372","CEPILLO EN SILICONA ECO","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",3,"https://catalogospromocionales.com/images/v360/CP-372/index.html?V=6","https://www.catalogospromocionales.com/p/cepillo-en-silicona-eco-/13430/428"
5184,"5184_CP-350__ESPEJO_CON_LUZ_GARDA","CP-350","ESPEJO CON LUZ GARDA","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",3,"https://catalogospromocionales.com/images/v360/CP-350/index.html?V=6","https://www.catalogospromocionales.com/p/espejo-con-luz-garda/13413/428"
5185,"5185_CP-376__Set_Vera","CP-376","Set Vera","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",6,"https://catalogospromocionales.com/images/v360/CP-376/index.html?V=6","https://www.catalogospromocionales.com/p/set-vera/13542/428"
5186,"5186_CP-377__Cepillo_Exfoliante_Skin","CP-377","Cepillo Exfoliante Skin","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",5,"https://catalogospromocionales.com/images/v360/CP-377/index.html?V=6","https://www.catalogospromocionales.com/p/cepillo-exfoliante-skin/13543/428"
5187,"5187_VA-1223__ORGANIZADOR_LILOZ","VA-1223","ORGANIZADOR LILOZ","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",5,"https://catalogospromocionales.com/images/v360/VA-1223/index.html?V=6","https://www.catalogospromocionales.com/p/organizador-liloz/13240/428"
5188,"5188_CP-363__ESPEJO_FLEX_SQUARE","CP-363","ESPEJO FLEX SQUARE","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",5,"https://catalogospromocionales.com/images/v360/CP-363/index.html?V=6","https://www.catalogospromocionales.com/p/espejo-felx-square/13420/428"
5189,"5189_CP-277__Liquido_Antibacterial_Holder_S","CP-277","Liquido Antibacterial Holder Spray 10ml- Prod Nal","PHARMA Y CUIDADO PERSONAL","Todos","principal.jpg",4,"https://catalogospromocionales.com/images/v360/CP-277/index.html?V=6","https://www.catalogospromocionales.com/p/Liquido-Antibacterial-Holder-Spray-10ml-Produccion-Nacional/9731/13"
5190,"5190_CP-146-1__Limpiador_Pantallas_30ml_con_m","CP-146-1","Limpiador Pantallas 30ml con microfibra - Prod Nal","PHARMA Y CUIDADO PERSONAL","Todos","principal.jpg",3,"https://catalogospromocionales.com/images/v360/CP-146-1/index.html?V=6","https://www.catalogospromocionales.com/p/Limpiador-Pantallas-30ml-con-microfibra-produccion-Nacional/9729/13"
5191,"5191_CP-375__Banda_el_stica_GYM","CP-375","Banda elástica GYM","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",5,"https://catalogospromocionales.com/images/v360/CP-375/index.html?V=6","https://www.catalogospromocionales.com/p/Banda-Elastica-GYM/13538/428"
5192,"5192_VA-1228__Joyero_en_Algod_n_200_gr","VA-1228","Joyero en Algodón (200 gr)","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",4,"https://catalogospromocionales.com/images/v360/VA-1228/index.html?V=6","https://www.catalogospromocionales.com/p/joyero-en-algodon-200gr/13547/428"
5193,"5193_CP-286__Bola_Antiestr_s_Rubber","CP-286","Bola Antiestrés Rubber","PHARMA Y CUIDADO PERSONAL","Todos","principal.jpg",5,"https://catalogospromocionales.com/images/v360/CP-286/index.html?V=6","https://www.catalogospromocionales.com/p/Bola-Antiestres-Rubber/9738/13"
5194,"5194_CP-283__Aro_de_Pilates_Ring","CP-283","Aro de Pilates Ring","PHARMA Y CUIDADO PERSONAL","Todos","principal.jpg",4,"https://catalogospromocionales.com/images/v360/CP-283/index.html?V=6","https://www.catalogospromocionales.com/p/Aro-de-Pilates-Ring/9736/13"
5195,"5195_CP-276__Set_de_Belleza_Halston","CP-276","Set de Belleza Halston","PHARMA Y CUIDADO PERSONAL","Todos","principal.jpg",1,"https://catalogospromocionales.com/images/v360/CP-276/index.html?V=6","https://www.catalogospromocionales.com/p/Set-de-Belleza-Halston/9710/13"
5196,"5196_CP-223-2__Set_de_Bandas_El_sticas_en_Bol","CP-223-2","Set de Bandas Elásticas en Bolsa","PHARMA Y CUIDADO PERSONAL","Belleza","principal.jpg",3,"https://catalogospromocionales.com/images/v360/CP-223-2/index.html?V=6","https://www.catalogospromocionales.com/p/set-de-bandas-elasticas-en-bolsa/13594/428"
5197,"5197_CP-304__Espejo_Joyero_Bamboo","CP-304","Espejo Joyero Bamboo","PHARMA Y CUIDADO PERSONAL","Todos","principal.jpg",3,"https://catalogospromocionales.com/images/v360/CP-304/index.html?V=6","https://www.catalogospromocionales.com/p/Espejo-Joyero-Bamboo/10377/13"
5198,"5198_CP-301__Set_Manicure_RPET","CP-301","Set Manicure RPET","PHARMA Y CUIDADO PERSONAL","Todos","principal.jpg",3,"https://catalogospromocionales.com/images/v360/CP-301/index.html?V=6","https://www.catalogospromocionales.com/p/Set-Manicure-RPET/10387/13"
5199,"5199_CP-284__Espejo_Bamboo","CP-284","Espejo Bamboo","PHARMA Y CUIDADO PERSONAL","Todos","principal.jpg",3,"https://catalogospromocionales.com/images/v360/CP-284/index.html?V=6","https://www.catalogospromocionales.com/p/Espejo-Bamboo/9737/13"
5200,"5200_CP-280__Banda_Finger","CP-280","Banda Finger","PHARMA Y CUIDADO PERSONAL","Todos","principal.jpg",5,"https://catalogospromocionales.com/images/v360/CP-280/index.html?V=6","https://www.catalogospromocionales.com/p/Banda-Finger/9733/13"
5201,"5201_CP-311__Metro_para_Medici_n_de_Altura","CP-311","Metro para Medición de Altura","PHARMA Y CUIDADO PERSONAL","Todos","principal.jpg",3,"https://catalogospromocionales.com/images/v360/CP-311/index.html?V=6","https://www.catalogospromocionales.com/p/Metro-para-Medicion-de-Altura/10540/13"
